"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:17:46,2188754","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\WindowsCodecs.dll","SUCCESS","Image Base: 0x7fefbbb0000, Image Size: 0x12a000"
"15:17:46,2308154","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\clbcatq.dll","SUCCESS","Image Base: 0x7feff6d0000, Image Size: 0x99000"
"15:17:46,2331703","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\ieframe.dll","SUCCESS","Image Base: 0x7fef3930000, Image Size: 0xbb7000"
"15:17:46,2333435","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\psapi.dll","SUCCESS","Image Base: 0x77c90000, Image Size: 0x7000"
"15:17:46,2341392","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\oleacc.dll","SUCCESS","Image Base: 0x7fef38d0000, Image Size: 0x54000"
"15:17:46,2343545","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\shell32.dll","SUCCESS","Image Base: 0x7fefe140000, Image Size: 0xd88000"
"15:17:46,2346541","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\iertutil.dll","SUCCESS","Image Base: 0x7fefefb0000, Image Size: 0x259000"
"15:17:46,2503977","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\sxs.dll","SUCCESS","Image Base: 0x7fefd910000, Image Size: 0x91000"
"15:17:46,3923513","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\dwmapi.dll","SUCCESS","Image Base: 0x7fefc260000, Image Size: 0x18000"
"15:17:46,4089356","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\shfolder.dll","SUCCESS","Image Base: 0x7fef51b0000, Image Size: 0x7000"
"15:18:26,1990106","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 2476, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:18:27,1832223","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3224, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:18:29,1829154","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 2612, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:18:29,1831765","6AdwCleaner.exe","1984","Thread Create","","SUCCESS","Thread ID: 3852"
"15:18:52,3869448","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3296, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:32,3894297","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3188, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:36,1835524","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3376, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:36,1839453","6AdwCleaner.exe","1984","Thread Create","","SUCCESS","Thread ID: 3660"
"15:19:53,9583894","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\wininet.dll","SUCCESS","Image Base: 0x7fefdde0000, Image Size: 0x12a000"
"15:19:53,9586233","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\urlmon.dll","SUCCESS","Image Base: 0x7feffb60000, Image Size: 0x178000"
"15:19:53,9588368","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\crypt32.dll","SUCCESS","Image Base: 0x7fefdbe0000, Image Size: 0x16d000"
"15:19:53,9590049","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\msasn1.dll","SUCCESS","Image Base: 0x7fefdab0000, Image Size: 0xf000"
"15:19:53,9677629","6AdwCleaner.exe","1984","Load Image","C:\Windows\System32\profapi.dll","SUCCESS","Image Base: 0x7fefda10000, Image Size: 0xf000"
"15:19:53,9964833","6AdwCleaner.exe","1984","Thread Create","","SUCCESS","Thread ID: 3060"
"15:19:54,0913126","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 456, User Time: 0.0000000, Kernel Time: 0.0156250"
"15:19:54,0915010","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3660, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:54,0915875","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3852, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:54,0916748","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 2112, User Time: 0.0000000, Kernel Time: 0.0156250"
"15:19:54,0919265","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 2712, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:54,0920109","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 2136, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:54,0920930","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 1144, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:54,0921834","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3136, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:54,0923952","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3060, User Time: 0.0000000, Kernel Time: 0.0000000"
"15:19:54,1003629","6AdwCleaner.exe","1984","Thread Exit","","SUCCESS","Thread ID: 3680, User Time: 0.1875000, Kernel Time: 0.3750000"
"15:19:54,2392940","6AdwCleaner.exe","1984","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.1875000 seconds, Kernel Time: 0.4062500 seconds, Private Bytes: 34.902.016, Peak Private Bytes: 35.438.592, Working Set: 34.725.888, Peak Working Set: 35.082.240"

